0	438	0	20.9284495365
1	447	0	21.1423745119
2	3109	0	55.7584074378
3	5644	0	75.126559884
4	9080	0	95.2890339966
5	18311	0	135.3181436467
6	15700	0	125.2996408614
7	11882	0	109.0045870594
8	9884	0	99.4183081731
9	8614	0	92.8116372014
10	7235	0	85.0588031893
11	6086	0	78.0128194594
12	5506	0	74.2024258364
13	5220	0	72.2495674728
14	4992	0	70.6540869306
15	4810	0	69.3541635376
16	4654	0	68.2202316032
17	4630	0	68.0441033448
18	4450	0	66.7083203206
19	4172	0	64.5910210478
20	3992	0	63.1822759957
21	4001	0	63.2534584035
22	3854	0	62.0805927807
23	3867	0	62.1852072442
24	3903	0	62.4739945897
25	3738	0	61.1391854705
26	3656	0	60.4648658313
27	3571	0	59.7578446733
28	3525	0	59.3717104352
29	3348	0	57.861904566
30	3434	0	58.6003412959
31	3344	0	57.8273291792
32	3217	0	56.7186036499
33	3161	0	56.2227711875
34	3216	0	56.709787515
35	3091	0	55.5967624957
36	3120	0	55.8569601751
37	3133	0	55.9732078766
38	3005	0	54.8178802947
39	2882	0	53.6842621259
40	2938	0	54.2033209315
41	2868	0	53.553711356
42	2870	0	53.5723809439
43	2785	0	52.7730992078
44	2763	0	52.5642464038
45	2674	0	51.7107338954
46	2632	0	51.3030213535
47	2677	0	51.7397332811
48	2642	0	51.4003891036
49	2624	0	51.2249938995
50	2538	0	50.3785668712
51	2490	0	49.8998997995
52	2424	0	49.2341345004
53	2459	0	49.5883050729
54	2483	0	49.8297100132
55	2401	0	49
56	2362	0	48.6004115209
57	2319	0	48.1559965113
58	2275	0	47.6969600708
59	2227	0	47.191100856
60	2224	0	47.1593044902
61	2238	0	47.3075046901
62	2216	0	47.0744091838
63	2190	0	46.7974358272
64	2191	0	46.8081189539
65	2200	0	46.9041575982
66	2164	0	46.5188133985
67	2097	0	45.7930125674
68	2206	0	46.9680742633
69	2036	0	45.1220566907
70	2061	0	45.3982378513
71	2105	0	45.8802789878
72	2145	0	46.3141447076
73	1951	0	44.1701256507
74	2027	0	45.022216738
75	2028	0	45.0333209968
76	2023	0	44.9777722881
77	2079	0	45.5960524607
78	1928	0	43.9089968002
79	1919	0	43.8063922276
80	1953	0	44.192759588
81	1932	0	43.9545219517
82	1960	0	44.2718872424
83	1901	0	43.6004587132
84	1830	0	42.7784992724
85	1848	0	42.9883705204
86	1943	0	44.0794736811
87	1882	0	43.382023927
88	1921	0	43.8292140016
89	1843	0	42.9301758673
90	1830	0	42.7784992724
91	1906	0	43.6577599059
92	1856	0	43.0813184571
93	1795	0	42.3674403286
94	1816	0	42.6145515053
95	1795	0	42.3674403286
96	1742	0	41.7372735094
97	1849	0	43
98	1835	0	42.8368999812
99	1728	0	41.5692193817
100	1729	0	41.5812457726
101	1676	0	40.9389789809
102	1780	0	42.1900462195
103	1719	0	41.4608248833
104	1715	0	41.4125584817
105	1758	0	41.9285105865
106	1707	0	41.3158565202
107	1750	0	41.8330013267
108	1655	0	40.6816912136
109	1716	0	41.4246303544
110	1708	0	41.3279566395
111	1724	0	41.5210789841
112	1763	0	41.9880935504
113	1718	0	41.4487635521
114	1748	0	41.8090899207
115	1637	0	40.4598566483
116	1669	0	40.8533964316
117	1676	0	40.9389789809
118	1717	0	41.4366987102
119	1602	0	40.0249921924
120	1586	0	39.8246155035
121	1683	0	41.0243829935
122	1539	0	39.2300904919
123	1696	0	41.1825205639
124	1602	0	40.0249921924
125	1672	0	40.8900966005
126	1569	0	39.6106046407
127	1611	0	40.1372644808
128	1709	0	41.3400532172
129	1559	0	39.4841740448
130	1663	0	40.7798970082
131	1523	0	39.0256326022
132	1603	0	40.0374824383
133	1635	0	40.4351332383
134	1598	0	39.9749921826
135	1584	0	39.7994974843
136	1547	0	39.3319208786
137	1606	0	40.074929819
138	1576	0	39.6988664826
139	1610	0	40.1248052955
140	1472	0	38.3666521865
141	1586	0	39.8246155035
142	1523	0	39.0256326022
143	1559	0	39.4841740448
144	1572	0	39.6484552032
145	1540	0	39.2428337407
146	1530	0	39.1152144312
147	1538	0	39.2173431023
148	1538	0	39.2173431023
149	1616	0	40.1995024845
150	1575	0	39.686269666
151	1552	0	39.3954312072
152	1526	0	39.0640499692
153	1493	0	38.6393581727
154	1553	0	39.4081209905
155	1478	0	38.4447655735
156	1484	0	38.5227205685
157	1490	0	38.6005181312
158	1499	0	38.7169213652
159	1503	0	38.76854395
160	1493	0	38.6393581727
161	1460	0	38.2099463491
162	1494	0	38.6522961802
163	1473	0	38.3796821248
164	1447	0	38.0394532032
165	1530	0	39.1152144312
166	1504	0	38.7814388593
167	1398	0	37.3898381917
168	1407	0	37.509998667
169	1474	0	38.3927076409
170	1476	0	38.4187454246
171	1431	0	37.8285606388
172	1517	0	38.9486841883
173	1498	0	38.7040049607
174	1405	0	37.483329628
175	1484	0	38.5227205685
176	1444	0	38
177	1445	0	38.0131556175
178	1440	0	37.947331922
179	1481	0	38.4837628098
180	1421	0	37.6961536499
181	1475	0	38.4057287393
182	1439	0	37.9341534768
183	1456	0	38.1575680567
184	1395	0	37.349698794
185	1501	0	38.7427412556
186	1448	0	38.0525951809
187	1443	0	37.9868398264
188	1449	0	38.0657326213
189	1408	0	37.5233260786
190	1398	0	37.3898381917
191	1390	0	37.2827037646
192	1448	0	38.0525951809
193	1395	0	37.349698794
194	1404	0	37.4699879904
195	1326	0	36.4142829121
196	1380	0	37.148351242
197	1484	0	38.5227205685
198	1451	0	38.0919939095
199	1460	0	38.2099463491
200	1423	0	37.7226722277
201	1389	0	37.2692903072
202	1430	0	37.8153408024
203	1303	0	36.0970912956
204	1460	0	38.2099463491
205	1351	0	36.755951899
206	1331	0	36.4828726939
207	1420	0	37.6828873628
208	1340	0	36.6060104354
209	1378	0	37.1214223865
210	1380	0	37.148351242
211	1440	0	37.947331922
212	1330	0	36.4691650576
213	1403	0	37.4566416007
214	1403	0	37.4566416007
215	1420	0	37.6828873628
216	1431	0	37.8285606388
217	1409	0	37.5366487582
218	1434	0	37.8681924575
219	1372	0	37.0405183549
